Company Name,Stock Code,Report Date,Beg.Amt,End.Amt,Investment Return,Currency Derivative?end value?,Commodity/Index Futures(end),Interest Derivative (end),Cashflow Hedge,Equity Options,Derivative Usage Dummy,oversea 
????????????????,2210,20131231,37006527.11,-13685901.42,-47438664.09,yes,,,,,,1
????????????????,2210,20141231,-13685901.42,3796857.49,-12426572.67,yes,,,,,,1
????????????????,2210,20151231,3796857.49,-9463787.11,-53715220.62,yes,,,,,,1
????????????,2214,20141231,,1524931.51,,,yes,,,,,1
????????????,2214,20151231,1524931.51,-1513589.04,,,yes,,,,,1
?????????,2224,20071231,,,180650,,yes,,,,,1
?????????,2224,20081231,,-1558050,-1724669.37,,yes,,1,,,1
?????????,2224,20091231,-1558050,589410.96,6493604.61,,yes,,1,,,1
?????????,2224,20101231,589410.96,-589410.96,1306381.8,,yes,,1,,,1
?????????,2224,20111231,-589410.96,-240000,1278194.52,,yes,,,,,1
?????????,2224,20121231,-240000,240000,7612900,,yes,,,,,1
?????????,2224,20131231,240000,,-369200,,yes,,,,,1
?????????,2224,20141231,,950000,-2514950,,yes,,,,,1
?????????,2224,20151231,950000,-82400,-1381700,,,,,,,1
????????????,2236,20101231,,271728.21,,yes,,,,,,1
????????????,2236,20111231,271728.21,-927288.22,-3676525.46,40.11154843,,,,,,1
????????????,2236,20121231,-927288.22,-1835136.12,-504760.01,450.2438425,,,,,,1
????????????,2236,20131231,-1835136.12,3973172.57,926671.44,yes,,,,,,1
????????????,2236,20141231,3973172.57,894483.21,1131347.16,yes,,,,,,1
????????????,2236,20151231,894483.21,-5228415.65,5453143.74,yes,,,,,,1
???????????,2263,20101231,0,2377067.17,,51129900,,,,,,1
???????????,2263,20111231,2377067.17,-2645868.44,2882870.88,51129900,,,,,,1
???????????,2263,20121231,-2645868.44,,,,,,,,,1
????????????????,2271,20141231,,67380,-552137.24,,,,,,,1
????????????????,2271,20151231,67380,-27600,-2363506,,yes,,,,,1
????????????,2295,20121231,,-1564450,1859657.58,37529000,yes,,,,,1
????????????,2295,20131231,-1564450,1564450,-468102.28,,yes,,,,,1
????????????,2295,20141231,1564450,1521500,,,yes,,,,,1
????????????,2295,20151231,1521500,-1840350,,,yes,,,,,1
????????????,2299,20141231,,903500,-15764348,,yes,,,,,
????????????,2299,20151231,903500,-2153000,-6427999.5,,yes,,,,,
??????????????,2300,20061231,,,21879200,,yes,,,,,1
??????????????,2300,20071231,,,-210000,,yes,,,,,1
??????????????,2300,20081231,,,-623000,,yes,,,,,1
??????????????,2300,20091231,-841000,3717950,368385.89,,yes,,,,,1
??????????????,2300,20101231,3717950,-224450,735649.81,,yes,,,,,1
??????????????,2300,20111231,-224450,-2375000,-4447770.37,,yes,,,,,1
??????????????,2300,20121231,-2375000,-59500,-288854.11,,yes,,,,,1
??????????????,2300,20131231,-59500,-11000,-181263.57,,yes,,,,,1
??????????????,2300,20141231,-11000,-363000,-161390.61,,yes,,,,,1
??????????????,2300,20151231,-363000,849500,3548227.38,,yes,,,,,1
????????????,2311,20081231,2663500,-4376423.74,48500095.37,,18.9227,,,,,1
????????????,2311,20091231,-4376423.74,-6231487.57,4899030.33,,69.8294,,,,,1
????????????,2311,20101231,-6231487.57,9068352.65,-8211978.49,,38.8022,,,,,1
????????????,2311,20111231,9068352.65,-1219891.49,49849061.97,,12426720.05,,,,,1
????????????,2311,20121231,-1219891.49,1188774.75,11806225.05,yes,29408979.26,,,,,1
????????????,2311,20131231,1188774.75,7868451.59,95145245.9,,yes,2001.866828,,,,1
????????????,2311,20141231,7868451.59,-9943720.11,22268719.97,,yes,1411.291784,,,,1
????????????,2311,20151231,-9943720.11,-1736330,-10122296.8,,yes,959.3157553,,,,1
??????????????,2333,20081231,,-315625,-655780,,yes,,,,,
??????????????,2333,20091231,-315625,315625,108530,,yes,,,,,1
??????????????,2333,20101231,315625,-1420,1420,,yes,,,,,1
??????????????,2333,20111231,264250,-383450,127845,,6.349875,,,,,1
??????????????,2333,20121231,-383450,84725,-631500,,6.770575,,,,,1
??????????????,2333,20131231,84725,-111450,-692455,,1.60824,,,,,1
??????????????,2333,20141231,-111450,-488050,-172198,,9.6511,,,,,1
??????????????,2333,20151231,-488050,633975,-2288853,,9.6511,,,,,1
?????????????,2345,20081231,,,599930,,yes,,,,,
?????????????,2345,20091231,,,,,,,,,,
?????????????,2345,20101231,,,-136915,,yes,,,,,
?????????????,2345,20111231,,120018.72,663176.89,,263.82991,,,,,
?????????????,2345,20121231,120018.72,-1210301.76,754547.52,,326.8622,,,,,
?????????????,2345,20131231,-1210301.76,-31950,968869.52,,yes,,,,,
?????????????,2345,20141231,-31950,3808435.91,191010,137.3399173,,489.8690229,,,,
?????????????,2345,20151231,3808435.91,-3808435.91,-1678293.79,,yes,,,,,
????????????,2381,20091231,,,2671.23,,,,,,1,1
????????????,2381,20101231,,749100,473910,yes,,,,,,1
????????????,2381,20111231,749100,211500,,yes,,,,,,1
????????????,2381,20121231,211500,-215300,,yes,,,,,,1
????????????,2381,20131231,-215300,1156700,,103.6473,,,,,,1
????????????,2381,20141231,1156700,-2244600,633000,48.952,,,,,,1
????????????,2381,20151231,-2244600,342600,,yes,,,,,,1
???????????????,2385,20101231,,,7872559.96,,yes,,,,,1
???????????????,2385,20141231,,,-1164900,,yes,,,,,1
???????????????,2385,20151231,,,221461.21,,yes,,,,,1
????????????,2386,20141231,,37620,-837014.53,,yes,,,,,1
????????????,2386,20151231,37620,-37620,517236.74,,yes,,,,,1
??????????????,2399,20101231,,-6878.07,,yes,,,,,,1
??????????????,2399,20111231,-6878.07,1048842.07,,yes,,,,,,1
??????????????,2399,20121231,1048842.07,-512134,,yes,,,,,,1
??????????????,2399,20131231,-512134,99595,,yes,,,,,,1
??????????????,2399,20141231,99595,-238425,,yes,,,,,,1
??????????????,2399,20151231,-238425,-3622170,,yes,,,,,,
?????????????,2403,20081231,,-1368800,-3252600,,,,,,,
?????????????,2403,20091231,-1368800,3246250,658900,,,,,,,
?????????????,2403,20101231,3246250,-1877500,-1014175,,yes,,,,,
?????????????,2403,20111231,-1877500,3717793.5,28484892.26,yes,,,,,,
?????????????,2403,20121231,3717793.5,-3717793.5,1788221.9,102.3,,,,,,1
?????????????,2403,20131231,-3717793.5,627750,3456370,,,,,,,1
?????????????,2403,20141231,627750,-1491193.33,-1430490,yes,,,,,,1
?????????????,2403,20151231,-1491193.33,627743.33,1226480,,,,,,,1
????????????,2409,20141231,,1454413.41,735179.61,yes,,,,,,1
????????????,2409,20151231,1454413.41,-4268117.02,10266263.87,yes,,,,,,1
????????????????,2415,20141231,,3032932.74,-923068.78,yes,,,,,,1
????????????????,2415,20151231,3032932.74,-16154643.25,6165969.68,yes,,,,,,1
????????????????,2426,20091231,,286100,,yes,,,,,,1
????????????????,2426,20101231,286100,5590422.94,8000750,yes,,,,,,1
????????????????,2426,20111231,5590422.94,-1699007.01,15639658.59,4.25303,,,,,,1
????????????????,2426,20121231,-1623492.94,4512064.74,6736050,8.76509474,,,,,,1
????????????????,2426,20131231,4512064.74,-1699007.01,18968857,yes,,,,,,1
????????????????,2426,20141231,-1699007.01,-10036502.19,2768063,yes,,,,,,1
????????????????,2426,20151231,-10036502.19,205701.93,-281214.24,yes,,,,,,1
??????????????,2427,20091231,,507439.17,,34.7050818,,,,,,1
??????????????,2427,20101231,507439.17,-507439.17,-126637.28,133.0098534,,,,,,1
??????????????,2427,20131231,,428998,151056,yes,yes,,,,,1
??????????????,2427,20141231,428998,-428998,-308387,yes,yes,,1,,,
??????????????,2427,20151231,-428998,103433.63,,yes,,,1,,,
???????????,2429,20111231,,-434816.92,,yes,,,,,,1
???????????,2429,20121231,-434816.92,434816.92,,yes,,,,,,1
???????????,2429,20131231,434816.92,20890331.85,,yes,,,,,,1
???????????,2429,20141231,20890331.85,-24576581.85,12666200,yes,,,,,,1
???????????,2429,20151231,-24576581.85,-14349371.6,16416254.9,91.9488,,,,,,1
????????????,2451,20091231,,24000,-790785.72,,yes,,1,,,1
????????????,2451,20101231,24000,,-1223478.45,,yes,,1,,,1
????????????,2451,20111231,,-128600,-8553061,,28.0704,,1,,,1
????????????,2451,20121231,-128600,213600,2418962.91,,6.9024,,,,,1
????????????,2451,20131231,213600,-44500,-449381.36,,yes,,1,,,1
????????????,2451,20141231,-39074.64,-351800,228669.17,,yes,,1,,,1
????????????,2451,20151231,-351800,216000,-1226023.63,,yes,,1,,,1
??????????????????,2464,20111231,,685120,789060,yes,,,,,,1
??????????????????,2464,20121231,685120,-685120,271470,yes,,,,,,1
??????????????????,2464,20131231,-685120,351900,230500,yes,,,,,,1
??????????????????,2464,20141231,351900,-351900,-1871450,yes,,,,,,1
??????????????????,2464,20151231,-351900,0,,,,,,,,1
??????????,2466,20131231,,-6803584.91,408773.9,yes,,,1,,,1
??????????,2466,20141231,-6803584.91,1027790.28,-32336.42,yes,,,1,,,1
??????????,2466,20151231,1027790.28,1734750.92,,,,,,,,1
??????????????,2472,20111231,,128034.8,39323,,,,,,,1
??????????????,2472,20121231,128034.8,66890.8,153154.6,,,,,,,1
??????????????,2472,20131231,66890.8,-194925.6,444570,,,,,,,1
??????????????,2472,20141231,-194925.6,763460,748400,yes,,,,,,1
??????????????,2472,20151231,763460,-763460,1519890,yes,,,,,,1
????????????,2483,20071231,,4763000,,yes,,,,,,1
????????????,2483,20081231,4763000,-13957786.01,,yes,,,,,,1
????????????,2483,20091231,-13957786.01,7641204.28,,yes,,,,,,1
????????????,2483,20101231,7641204.28,953526.23,,yes,,,,,,1
????????????,2483,20111231,953526.23,2240298.92,,yes,,,,,,1
????????????,2483,20121231,2240298.92,2405969.58,,yes,,,,,,1
????????????,2483,20131231,2405969.58,3783223.64,,yes,,,,,,1
????????????,2483,20141231,3783223.64,4135116.37,,yes,,,,,,1
????????????,2483,20151231,4135116.37,-20702648.65,,yes,,,1,,,1
????????????,2489,20081231,-629250,566250,-180750,yes,,,,,,1
????????????,2489,20091231,566250,200850,-10532888.73,1705.908704,,,,,,1
????????????,2489,20101231,200850,-200850,40173.11,2091.3215,,,1,,,1
????????????,2489,20111231,-200850,,,1937.929686,,,1,,,1
????????????,2489,20121231,,,,yes,yes,,1,,,1
????????????,2489,20131231,,,4094.31,yes,yes,,1,,,1
????????????,2489,20141231,-4270495.92,6971237.28,,yes,,,1,,,1
????????????,2489,20151231,6971237.28,-54155171.63,,yes,,,1,,,1
????????????,2499,20141231,,-162155.69,219926.2,,,,,,,1
????????????,2499,20151231,-162155.69,8783.65,247169.79,,,,,,,1
??????????,2500,20071231,,141141731,-159600,,,,,,,
??????????,2500,20081231,141141731,-141141731,170177800,,,,,,,
??????????,2500,20091231,-141141731,0,,,,,,,,
??????????,2500,20111231,,,1173507,,,yes,,,,
??????????,2500,20121231,,,6305092,,,yes,,,,
??????????,2500,20131231,,-143640,-1355876,,,yes,,,,
??????????,2500,20141231,-143640,-4907460,-37061992,,,12498660,,,,
??????????,2500,20151231,-4907460,4918620,-8415910,,,12120240,,,,
??????????,2502,20111231,,,82615.43,yes,,,,,1,1
??????????,2502,20121231,,,-98625.33,yes,,,,,1,1
??????????,2502,20131231,,,573170.55,42.739269,,,,,1,1
??????????,2502,20141231,,-754113.27,46712.33,61.19,,,,,1,1
??????????,2502,20151231,-754113.27,-208995.46,-33256.72,19.4808,,,,,1,1
??????????,2533,20091231,,,9163661.65,,yes,,1,,,
??????????,2533,20101231,1136550,-903300,1227899.6,,yes,,1,,,
??????????,2533,20111231,-903300,-233250,1777089.1,,yes,,1,,,
??????????,2533,20121231,-233250,24450,216167.95,,yes,,1,,,
??????????,2533,20131231,24450,-24450,-845824.9,,yes,,1,,,
??????????,2533,20141231,-24450,0,-3921069.85,,yes,,1,,,
??????????,2533,20151231,,,-812229.2,,yes,,1,,,
???????????????,2540,20071231,,-138000,,,,,,,1,
???????????????,2540,20131231,,451980,215380,24.3876,,,,,1,
???????????????,2540,20141231,451980,-451980,-695570,120.0073428,,,,,1,
???????????????,2540,20151231,-451980,,-312563.94,20.91336556,,,,,1,
??????????????,2548,20141231,,,-1521400,,yes,,,,,1
??????????????,2548,20151231,,546420,-703290.12,,yes,,,,,1
??????????,2557,20141231,,69590,189490,yes,,,,,,1
??????????,2557,20151231,69590,-371760,-528020,yes,,,,,,1
????????????,2574,20081231,-827411.31,-18891759.28,,,yes,,,,,1
????????????,2574,20091231,-18891759.28,9567588.21,,,yes,,,,,1
????????????,2574,20101231,9567588.21,10297958.21,-48226364.23,,yes,,,,,1
????????????,2574,20111231,10297958.21,46250292.14,-58259739.83,,304.8344,,,,,1
????????????,2574,20121231,45898952.14,-25856918.72,735000,,326.36928,,,,,1
????????????,2574,20131231,-25856918.72,10582534.54,103323623.4,,yes,,,,,1
????????????,2574,20141231,10582534.54,-19717007.96,-15842637.77,,yes,,,,,1
????????????,2574,20151231,-19717007.96,-745313.38,-3840174.24,yes,yes,,,,,1
????????????,2575,20131231,,112200,,yes,,,,,,
????????????,2575,20141231,112200,-840366.4,-163154.4,yes,,,,,,
????????????,2575,20151231,-840366.4,728166.4,-484558.8,yes,,,,,,1
?????????????,2578,20101231,126092,1743395.17,-1578777.88,yes,yes,,,,,1
?????????????,2578,20111231,1743395.17,1437255.33,2496303.5,yes,yes,,1,,,1
?????????????,2578,20121231,1437255.33,-2225387.97,4010481.11,yes,yes,,1,,,1
?????????????,2578,20131231,-2225387.97,2650288.96,-960864.15,yes,yes,,1,,,1
?????????????,2578,20141231,2650288.96,-4307052.27,-538655.75,yes,yes,,1,,,1
?????????????,2578,20151231,-4307052.27,-934337.54,1100051.27,yes,yes,,1,,,1
??????????,2584,20131231,,-218400,1421689.4,,,,,,,1
??????????,2584,20141231,-218400,218400,865282.58,,,,,,,1
??????????,2584,20151231,218400,0,727394.61,,,,,,,1
????????????,2608,20101231,,5123156,100600,yes,,,,,,1
????????????,2608,20111231,5123156,2017752.25,6608672.41,yes,,,,,,1
????????????,2608,20121231,2017752.25,-8148982.3,6769096.77,yes,,,,,,1
????????????,2608,20131231,-8148982.3,1008074.05,-1502575.93,yes,,,,,,1
????????????,2608,20141231,1008074.05,-319957.2,,yes,,,,,,1
????????????,2608,20151231,-319957.2,319957.2,,yes,,,,,,1
????????????,2610,20091231,0,245955,1199210.43,yes,,,,,,1
????????????,2610,20101231,245955,-2611260,-4833030.45,yes,,,,,,1
????????????,2610,20111231,-2611260,2730680,-3671750,yes,,,,,,1
????????????,2610,20121231,2730680,-368000,1770160,yes,,,,,,1
????????????,2610,20131231,,,,,,,,,,1
??????????????,2611,20141231,,,,,,yes,1,,,1
??????????????,2611,20151231,,1026318.85,,,,yes,1,,,1
???????????????,2615,20091231,-1204939.45,1059761.6,-1058300,yes,,,,,,1
???????????????,2615,20101231,1059761.6,698455.24,-90820,yes,,,,,,1
???????????????,2615,20111231,698455.24,-566897.92,2922970,204.77925,,,,,,1
???????????????,2615,20121231,-566897.92,-131557.32,1112180,yes,,,,,,1
???????????????,2615,20131231,-131557.32,59000.61,314688.5,12.19966,,,,,,1
???????????????,2615,20141231,59000.61,-561659.67,-1640028,68.5328,,,,,,1
???????????????,2615,20151231,-561659.67,503659.06,503226.8,yes,,,,,,1
????(??)??????,2616,20111231,,3761730,7771999.61,467.01265,,,,,,1
????(??)??????,2616,20121231,3761730,-3229252,4957086.19,28.899306,,,,,,1
????(??)??????,2616,20131231,-3229252,6304784.42,4959014.96,560.731893,,,,,,1
????(??)??????,2616,20141231,6304784.42,-9514946.44,-107730.81,yes,,,,,,1
????(??)??????,2616,20151231,-9514946.44,-2541406.98,-5039341.09,yes,,,,,,1
??????????,2617,20101231,3894100,,-252035.9,,yes,,,,,1
??????????,2617,20111231,,747000,2762976.5,,yes,,1,,,1
??????????,2617,20121231,747000,-747000,803741.39,,,,1,,,1
??????????,2617,20131231,-747000,-332000,-579560.67,,,,,,,1
??????????,2617,20141231,-332000,-361500,-2021964.81,,yes,,,,,1
??????????,2617,20151231,-361500,-1911375,1140237.46,,yes,,,,,1
??????????,2632,20101231,,134355,109890,yes,,,,,,1
??????????,2632,20111231,134355,-134355,4291730.29,yes,,,,,,1
??????????,2632,20121231,-134355,47088,82672,yes,,,,,,1
??????????,2632,20131231,47088,178121,406700,yes,,,,,,1
??????????,2632,20141231,178121,-314580,-261516,yes,,,,,,1
??????????,2632,20151231,-314580,-230523.28,145668,yes,,,,,,1
????????????,2647,20091231,220900,-220900,-14244600,,yes,,,,,1
????????????,2647,20101231,,,6154130.81,,yes,,,,,1
????????????,2647,20151231,,-7628700,-230410.08,,yes,,,,,1
????????????,2668,20091231,,5212500,276.51,yes,,,,,,1
????????????,2668,20101231,5212500,22521800,2205.29,1021.7473,,,,,,1
????????????,2668,20111231,22521800,-22422186.57,21466870.68,436.6237,,,,,,1
????????????,2668,20121231,-22422186.57,2362787.64,3747324,868.1745,,,,,,1
????????????,2668,20131231,2362787.64,3750246.79,34505950,284.19395,,,,,,1
????????????,2668,20141231,3750246.79,2462146.71,9182054,1048.01771,,,,,,1
????????????,2668,20151231,2462146.71,-32109276.13,34124035.42,1131.26712,,,,,,1
??????????,2673,20121231,,-575013.1,-989152.67,,,yes,,,,0
??????????,2673,20131231,-575013.1,1368814.26,-410977.54,,,yes,,,,0
??????????,2673,20141231,1368814.26,-1922383.34,-8908244.87,,,yes,,,,0
??????????,2673,20151231,-1922383.34,2587948.53,,,,yes,,,,0
??????????????,2685,20101231,,963800,,,,,,,,1
??????????????,2685,20111231,963800,-821000,2745296.09,yes,,,,,,1
??????????????,2685,20121231,-821000,-140493.94,89352.4,yes,,,,,,1
??????????????,2685,20131231,-140493.94,179677.66,314792,yes,,,,,,1
??????????????,2685,20141231,179677.66,-181939.51,-4618.4,8.86028,,,,,,1
??????????????,2685,20151231,-181939.51,,256700,,,,,,,1
????????????,2699,20121231,-463298.45,-886398.6,-322850,yes,,,,,,1
????????????,2699,20131231,-886398.6,3813247.05,2765400,yes,,,,,,1
????????????,2699,20141231,3813247.05,-5567154.78,1644904.9,yes,,,,,,1
????????????,2699,20151231,-5567154.78,2961354.78,29591.97,yes,,,,,,1
????????????,2705,20111231,-2175100,4782600,12753100,yes,,,,,,1
????????????,2705,20121231,4782600,638020.32,2714500,yes,,,,,,1
????????????,2705,20131231,638020.32,7777987.5,16559000,560.9148,,,,,,1
????????????,2705,20141231,7777987.5,-6533591.73,13703157.98,232.522,,,,,,1
????????????,2705,20151231,-6533591.73,-12062355.67,-6418723.57,367.4429534,,,,,,1
??????????,2736,20111231,,0,,,,,,,,1
??????????,2736,20121231,,-10096096.38,,,,,,,,1
??????????,2736,20131231,,8809014.77,,,,,,,,1
??????????,2736,20141231,8809014.77,-98280629.95,-57950798.74,,,2468.5065,,34523.8984,,1
??????????,2736,20151231,-98280629.95,-601572974.4,-2377962.08,,,1657.138496,,22690.74898,,1
?????????????????,2769,20121231,,927739.55,16435500,yes,,,,,,1
?????????????????,2769,20131231,927739.55,8381949.84,99799900,yes,,,,,,1
?????????????????,2769,20141231,8381949.84,14434421.97,485975365.8,yes,,,,,,1
?????????????????,2769,20151231,14434421.97,-67230917.67,423204824.1,yes,,,,,,1
???????????,2785,20121231,,123083.92,,,,,,,,1
???????????,2785,20131231,123083.92,677678.65,,,,,,,,1
???????????,2785,20141231,677678.65,-1206100,,yes,,,,,,1
???????????,2785,20151231,-1206100,-490700,,yes,,,,,,1
???????????????,2790,20111231,,378426.02,,yes,,,,,,1
???????????????,2790,20121231,378426.02,290500,,yes,,,,,,1
???????????????,2790,20131231,290500,-424000,,25.9744,,,,,,1
???????????????,2790,20141231,-424000,481200,-675760.74,yes,,,,,,1
???????????????,2790,20151231,481200,-1654650,475626.54,45.4552,,,,,,1
????????????,2793,20121231,,2191245,1492700,yes,,,,,,
????????????,2793,20131231,2191245,-2191245,3059800,yes,yes,,,,,1
????????????,2793,20141231,-2191245,-8803584.78,,,,,,,,1
????????????,2793,20151231,-8803584.78,1088229.23,,,,,,,,1
????????????,2797,20131231,,-6953584.01,,,,,,,,
????????????,2797,20141231,,-22383464.29,,,,,,,,
????????????,2797,20151231,,11502643.74,,,,,,,,
????????????,2801,20131231,,1616150,,,,,,,,
????????????,2801,20141231,,-1616150,,,,,,,,
???????(??)??????,2821,20131231,,502600,,,,,,,,
???????(??)??????,2821,20141231,,-562152.79,,,,,,,,
???????(??)??????,2821,20151231,,69949.45,,,,,,,,
??????????????,2841,20131231,,0,,,,,,,,
??????????????,2841,20141231,,0,,,,,,,,
??????????????,2841,20151231,,0,,,,,,,,
????????????,200512,20141231,-18510100,-2610000,,,,,,,,
????????????,200512,20151231,-3956259.85,-4506240.15,,,,,,,,
?????????????,300037,20131231,,697800,2706800,yes,,,,,,1
?????????????,300037,20141231,697800,-909650,-1028300,yes,,,,,,1
?????????????,300037,20151231,-909650,-1031350,-498100,yes,,,,,,1
????????????,300043,20101231,,4529819.91,1560309.19,yes,,,,,,1
????????????,300043,20111231,4529819.91,-3150135.91,8815650.8,yes,,,,,,1
????????????,300043,20121231,-3150135.91,-1379684,3200618.82,yes,,,,,,1
????????????,300043,20131231,-1379684,4791047.58,5954590,yes,,,,,,1
????????????,300043,20141231,4791047.58,-5703226.39,283705.1,yes,,,,,,1
????????????,300043,20151231,-5703226.39,912178.81,1230836.73,yes,,,,,,1
????????????,300059,20151231,,-5176551.59,22659571.73,,,yes,,,,
??????????????,300068,20101231,,,,,,,,,,1
??????????????,300068,20111231,,,2601669.58,,yes,,1,,,1
??????????????,300068,20121231,,,1964224.46,,yes,,1,,,1
??????????????,300068,20131231,,,748508.39,,yes,,1,,,1
??????????????,300068,20141231,,-2745700,-10217742.69,,yes,,1,,,1
??????????????,300068,20151231,-2745700,2745700,-4212391.32,,yes,,1,,,1
???????????????,300111,20091231,,2264261.05,-7519587.07,yes,,,,,,1
???????????????,300111,20101231,2264261.05,77397903,-22989705.29,yes,,,,,,1
???????????????,300111,20111231,77397903,39013656.4,89276954.87,yes,,,,,,1
???????????????,300111,20121231,39013656.4,-91317216.3,73324710.29,yes,,,,,,1
???????????????,300111,20131231,-91317216.3,-26826934.64,49996190.22,yes,,,,,,1
???????????????,300111,20141231,-26826934.64,3977840.4,-600212.5,yes,,,1,,,1
???????????????,300111,20151231,3977840.4,-41511770.98,45403009.02,yes,,,1,,,1
?????????????,300118,20111231,,41567097.8,,yes,,,,,,1
?????????????,300118,20111231,41567097.8,27014925.82,,yes,,,,,,1
?????????????,300118,20121231,27014925.82,-66860677.59,,yes,,,,,,1
?????????????,300118,20131231,-66860677.59,-11466449.7,,yes,,,,,,1
?????????????,300118,20141231,-11466449.7,0,9745103.67,yes,,,1,,,1
?????????????,300118,20151231,,-4588072,,yes,,,,,,1
?????????????,300128,20111231,,105874.28,,yes,,,,,,1
?????????????,300128,20121231,105874.28,-105874.28,,yes,,,,,,1
?????????????,300128,20131231,-105874.28,0,,yes,,,,,,1
?????????????,300128,20141231,,,870444.08,yes,,,,,,1
??????????????,300170,20131231,,5867649,,72.48125,,,,,,1
??????????????,300170,20141231,5867649,4075050,-1546489,50.53536,,,,,,1
??????????????,300170,20151231,4075050,603500,1627250,38.2186,,,,,,1
??????????,300261,20131231,,255500,937782.57,yes,,,,,,1
??????????,300261,20141231,255500,1825950.42,-276542.81,yes,,,,,,1
??????????,300261,20151231,1825950.42,-2384722.05,1006925,yes,,,,,,1
??????????????,300283,20131231,,-7275,232273.61,,yes,,,,,1
??????????????,300283,20141231,-7275,599010,2376021.64,,yes,,,,,1
??????????????,300283,20151231,599010,-604635,1954194.94,,yes,,,,,1
??????????,300307,20131231,,2019190,3982100,,yes,,,,,1
??????????,300307,20141231,2019190,-1212260,2175150,,yes,,,,,1
??????????,300307,20151231,-1212260,1019122,2594271.36,,yes,,,,,1
??????????????,300393,20141231,,188446.04,,,yes,,,,,1
??????????????,300393,20151231,188446.04,-188446.04,-94355.75,,yes,,,,,1
??????????????,300397,20111231,,,,yes,,,,,,
??????????????,300397,20121231,,,,yes,,,,,,
??????????????,300397,20131231,,,,yes,,,,,,
??????????????,300397,20141231,,,,yes,,,,,,
??????????????,300397,20151231,,,,yes,,,,,,
